start_height,end_height,orphan_len,total_orphans_on_run,total_qubic_orphans_on_run,length_qubic_run,qubic_start_height,qubic_end_height,orphan_start_time,orphan_end_time,qubic_start_time,qubic_end_time
3468654,3468654,1,0,0,2,3468654,3468655,2025-08-02 00:26:23+00:00,2025-08-02 00:26:23+00:00,2025-08-02 00:26:28+00:00,2025-08-02 00:27:08+00:00
3469670,3469670,1,0,0,2,3469670,3469671,2025-08-03 08:54:05+00:00,2025-08-03 08:54:05+00:00,2025-08-03 08:54:27+00:00,2025-08-03 08:56:59+00:00
3471456,3471456,1,0,0,2,3471456,3471457,2025-08-05 21:32:17+00:00,2025-08-05 21:32:17+00:00,2025-08-05 21:31:33+00:00,2025-08-05 21:32:30+00:00
3472098,3472099,2,0,0,3,3472098,3472100,2025-08-06 19:34:04+00:00,2025-08-06 19:34:40+00:00,2025-08-06 19:33:50+00:00,2025-08-06 19:35:50+00:00
3472148,3472148,1,0,0,2,3472148,3472149,2025-08-06 20:51:21+00:00,2025-08-06 20:51:21+00:00,2025-08-06 20:51:13+00:00,2025-08-06 20:52:41+00:00
3472176,3472176,1,0,0,2,3472176,3472177,2025-08-06 21:53:35+00:00,2025-08-06 21:53:35+00:00,2025-08-06 21:53:23+00:00,2025-08-06 21:54:11+00:00
3472864,3472864,1,0,0,2,3472864,3472865,2025-08-07 19:20:25+00:00,2025-08-07 19:20:25+00:00,2025-08-07 19:19:52+00:00,2025-08-07 19:22:24+00:00
3473321,3473321,1,0,0,4,3473321,3473324,2025-08-08 09:55:11+00:00,2025-08-08 09:55:11+00:00,2025-08-08 09:49:48+00:00,2025-08-08 09:51:40+00:00
3473345,3473345,1,0,0,2,3473345,3473346,2025-08-08 10:41:52+00:00,2025-08-08 10:41:52+00:00,2025-08-08 10:41:49+00:00,2025-08-08 10:42:15+00:00
3474251,3474251,1,0,0,2,3474251,3474252,2025-08-09 17:37:44+00:00,2025-08-09 17:37:44+00:00,2025-08-09 17:32:09+00:00,2025-08-09 17:38:01+00:00
3474262,3474262,1,0,0,2,3474262,3474263,2025-08-09 18:04:27+00:00,2025-08-09 18:04:27+00:00,2025-08-09 18:01:05+00:00,2025-08-09 18:03:45+00:00
3474267,3474267,1,0,0,2,3474267,3474268,2025-08-09 18:18:56+00:00,2025-08-09 18:18:56+00:00,2025-08-09 18:16:25+00:00,2025-08-09 18:16:41+00:00
3474269,3474269,1,0,0,2,3474269,3474270,2025-08-09 18:19:09+00:00,2025-08-09 18:19:09+00:00,2025-08-09 18:19:53+00:00,2025-08-09 18:20:57+00:00
3474284,3474284,1,0,0,3,3474284,3474286,2025-08-09 18:43:14+00:00,2025-08-09 18:43:14+00:00,2025-08-09 18:40:57+00:00,2025-08-09 18:42:41+00:00
3474287,3474287,1,0,0,3,3474287,3474289,2025-08-09 18:53:58+00:00,2025-08-09 18:53:58+00:00,2025-08-09 18:44:09+00:00,2025-08-09 18:52:02+00:00
3474324,3474324,1,0,0,3,3474324,3474326,2025-08-09 19:57:32+00:00,2025-08-09 19:57:32+00:00,2025-08-09 19:55:54+00:00,2025-08-09 19:56:42+00:00
3474341,3474341,1,0,0,2,3474341,3474342,2025-08-09 20:24:47+00:00,2025-08-09 20:24:47+00:00,2025-08-09 20:24:26+00:00,2025-08-09 20:25:06+00:00
3474343,3474343,1,0,0,2,3474343,3474344,2025-08-09 20:29:03+00:00,2025-08-09 20:29:03+00:00,2025-08-09 20:26:58+00:00,2025-08-09 20:28:43+00:00
3474354,3474354,1,0,0,2,3474354,3474355,2025-08-09 20:53:45+00:00,2025-08-09 20:53:45+00:00,2025-08-09 20:52:51+00:00,2025-08-09 20:54:03+00:00
3475528,3475528,1,0,0,2,3475528,3475529,2025-08-11 12:15:53+00:00,2025-08-11 12:15:53+00:00,2025-08-11 12:15:32+00:00,2025-08-11 12:16:28+00:00
3475544,3475544,1,0,0,2,3475544,3475545,2025-08-11 12:55:14+00:00,2025-08-11 12:55:14+00:00,2025-08-11 12:52:28+00:00,2025-08-11 12:57:24+00:00
3475562,3475563,2,0,0,3,3475562,3475564,2025-08-11 13:30:58+00:00,2025-08-11 13:33:25+00:00,2025-08-11 13:27:48+00:00,2025-08-11 13:35:08+00:00
3475576,3475576,1,0,0,2,3475576,3475577,2025-08-11 14:10:28+00:00,2025-08-11 14:10:28+00:00,2025-08-11 14:07:49+00:00,2025-08-11 14:10:53+00:00
3475582,3475582,1,0,0,2,3475582,3475583,2025-08-11 14:21:43+00:00,2025-08-11 14:21:43+00:00,2025-08-11 14:21:17+00:00,2025-08-11 14:23:57+00:00
3475589,3475591,3,0,0,4,3475589,3475592,2025-08-11 14:54:47+00:00,2025-08-11 15:10:54+00:00,2025-08-11 14:43:01+00:00,2025-08-11 15:09:25+00:00
3475608,3475608,1,0,0,2,3475608,3475609,2025-08-11 15:45:19+00:00,2025-08-11 15:45:19+00:00,2025-08-11 15:43:02+00:00,2025-08-11 15:50:46+00:00
3475667,3475667,1,0,0,2,3475667,3475668,2025-08-11 17:34:51+00:00,2025-08-11 17:34:51+00:00,2025-08-11 17:31:11+00:00,2025-08-11 17:32:47+00:00
3475674,3475674,1,0,0,2,3475674,3475675,2025-08-11 17:49:30+00:00,2025-08-11 17:49:30+00:00,2025-08-11 17:48:23+00:00,2025-08-11 17:49:43+00:00
3475680,3475680,1,0,0,2,3475680,3475681,2025-08-11 17:55:16+00:00,2025-08-11 17:55:16+00:00,2025-08-11 17:54:55+00:00,2025-08-11 17:56:15+00:00
3475685,3475685,1,0,0,2,3475685,3475686,2025-08-11 18:07:43+00:00,2025-08-11 18:07:43+00:00,2025-08-11 18:05:43+00:00,2025-08-11 18:06:31+00:00
3475687,3475687,1,0,0,2,3475687,3475688,2025-08-11 18:15:46+00:00,2025-08-11 18:15:46+00:00,2025-08-11 18:10:07+00:00,2025-08-11 18:16:39+00:00
3475695,3475695,1,0,0,2,3475695,3475696,2025-08-11 18:28:42+00:00,2025-08-11 18:28:42+00:00,2025-08-11 18:24:47+00:00,2025-08-11 18:26:55+00:00
3475705,3475705,1,0,0,2,3475705,3475706,2025-08-11 18:51:51+00:00,2025-08-11 18:51:51+00:00,2025-08-11 18:50:16+00:00,2025-08-11 18:53:12+00:00
3475716,3475717,2,0,0,3,3475716,3475718,2025-08-11 19:20:13+00:00,2025-08-11 19:20:48+00:00,2025-08-11 19:13:28+00:00,2025-08-11 19:18:40+00:00
3475737,3475737,1,0,0,2,3475737,3475738,2025-08-11 20:05:45+00:00,2025-08-11 20:05:45+00:00,2025-08-11 20:01:20+00:00,2025-08-11 20:07:04+00:00
3475739,3475739,1,0,0,2,3475739,3475740,2025-08-11 20:10:27+00:00,2025-08-11 20:10:27+00:00,2025-08-11 20:09:20+00:00,2025-08-11 20:10:56+00:00
3475743,3475743,1,0,0,2,3475743,3475744,2025-08-11 20:16:35+00:00,2025-08-11 20:16:35+00:00,2025-08-11 20:15:04+00:00,2025-08-11 20:16:32+00:00
3475746,3475746,1,0,0,2,3475746,3475747,2025-08-11 20:25:15+00:00,2025-08-11 20:25:15+00:00,2025-08-11 20:20:08+00:00,2025-08-11 20:24:48+00:00
3475762,3475762,1,0,0,2,3475762,3475763,2025-08-11 21:12:29+00:00,2025-08-11 21:12:29+00:00,2025-08-11 21:08:17+00:00,2025-08-11 21:12:49+00:00
3475769,3475769,1,0,0,2,3475769,3475770,2025-08-11 21:30:11+00:00,2025-08-11 21:30:11+00:00,2025-08-11 21:29:05+00:00,2025-08-11 21:29:29+00:00
3475774,3475774,1,0,0,2,3475774,3475775,2025-08-11 21:42:52+00:00,2025-08-11 21:42:52+00:00,2025-08-11 21:40:17+00:00,2025-08-11 21:46:17+00:00
3475780,3475780,1,0,0,2,3475780,3475781,2025-08-11 21:58:41+00:00,2025-08-11 21:58:41+00:00,2025-08-11 21:54:33+00:00,2025-08-11 21:58:57+00:00
3475784,3475790,7,0,0,10,3475784,3475793,2025-08-11 22:19:45+00:00,2025-08-11 22:52:14+00:00,2025-08-11 22:14:18+00:00,2025-08-11 22:50:12+00:00
3475798,3475799,2,0,0,3,3475798,3475800,2025-08-11 23:07:51+00:00,2025-08-11 23:08:42+00:00,2025-08-11 23:04:58+00:00,2025-08-11 23:06:42+00:00
3475801,3475803,3,0,0,5,3475801,3475805,2025-08-11 23:17:28+00:00,2025-08-11 23:21:16+00:00,2025-08-11 23:13:38+00:00,2025-08-11 23:22:02+00:00
3475806,3475806,1,0,0,2,3475806,3475807,2025-08-11 23:27:29+00:00,2025-08-11 23:27:29+00:00,2025-08-11 23:23:30+00:00,2025-08-11 23:24:26+00:00
3475818,3475818,1,0,0,3,3475818,3475820,2025-08-11 23:56:56+00:00,2025-08-11 23:56:56+00:00,2025-08-11 23:51:14+00:00,2025-08-11 23:57:47+00:00
3475822,3475824,3,0,0,4,3475822,3475825,2025-08-12 00:09:38+00:00,2025-08-12 00:13:30+00:00,2025-08-12 00:02:27+00:00,2025-08-12 00:10:43+00:00
3475837,3475838,2,0,0,3,3475837,3475839,2025-08-12 00:46:59+00:00,2025-08-12 00:47:58+00:00,2025-08-12 00:43:55+00:00,2025-08-12 00:46:35+00:00
3475840,3475840,1,0,0,2,3475840,3475841,2025-08-12 00:56:46+00:00,2025-08-12 00:56:46+00:00,2025-08-12 00:48:35+00:00,2025-08-12 00:54:03+00:00
3475845,3475848,4,0,0,6,3475845,3475850,2025-08-12 01:08:54+00:00,2025-08-12 01:15:12+00:00,2025-08-12 01:01:55+00:00,2025-08-12 01:10:19+00:00
3475853,3475853,1,0,0,2,3475853,3475854,2025-08-12 01:25:16+00:00,2025-08-12 01:25:16+00:00,2025-08-12 01:25:39+00:00,2025-08-12 01:25:55+00:00
3475858,3475858,1,0,0,2,3475858,3475859,2025-08-12 01:33:24+00:00,2025-08-12 01:33:24+00:00,2025-08-12 01:32:27+00:00,2025-08-12 01:32:35+00:00
3475865,3475865,1,0,0,2,3475865,3475866,2025-08-12 01:41:32+00:00,2025-08-12 01:41:32+00:00,2025-08-12 01:41:08+00:00,2025-08-12 01:41:16+00:00
3475872,3475872,1,0,0,2,3475872,3475873,2025-08-12 01:55:22+00:00,2025-08-12 01:55:22+00:00,2025-08-12 01:51:08+00:00,2025-08-12 01:57:08+00:00
3475886,3475891,6,0,0,9,3475886,3475894,2025-08-12 02:40:25+00:00,2025-08-12 02:53:56+00:00,2025-08-12 02:28:28+00:00,2025-08-12 02:53:48+00:00
3475896,3475896,1,0,0,2,3475896,3475897,2025-08-12 02:55:11+00:00,2025-08-12 02:55:11+00:00,2025-08-12 02:54:44+00:00,2025-08-12 02:57:56+00:00
3475901,3475901,1,0,0,2,3475901,3475902,2025-08-12 03:13:18+00:00,2025-08-12 03:13:18+00:00,2025-08-12 03:05:08+00:00,2025-08-12 03:12:52+00:00
3475906,3475906,1,0,0,2,3475906,3475907,2025-08-12 03:17:49+00:00,2025-08-12 03:17:49+00:00,2025-08-12 03:15:57+00:00,2025-08-12 03:21:25+00:00
3475908,3475909,2,0,0,3,3475908,3475910,2025-08-12 03:28:03+00:00,2025-08-12 03:28:05+00:00,2025-08-12 03:22:29+00:00,2025-08-12 03:27:57+00:00
3475912,3475912,1,0,0,2,3475912,3475913,2025-08-12 03:38:43+00:00,2025-08-12 03:38:43+00:00,2025-08-12 03:31:09+00:00,2025-08-12 03:42:05+00:00
3475916,3475916,1,0,0,2,3475916,3475917,2025-08-12 03:57:44+00:00,2025-08-12 03:57:44+00:00,2025-08-12 03:48:21+00:00,2025-08-12 03:50:13+00:00
3475920,3475920,1,0,0,2,3475920,3475921,2025-08-12 04:01:38+00:00,2025-08-12 04:01:38+00:00,2025-08-12 04:00:05+00:00,2025-08-12 04:01:17+00:00
3475933,3475933,1,0,0,2,3475933,3475934,2025-08-12 04:20:37+00:00,2025-08-12 04:20:37+00:00,2025-08-12 04:20:29+00:00,2025-08-12 04:21:33+00:00
3475944,3475944,1,0,0,2,3475944,3475945,2025-08-12 04:43:47+00:00,2025-08-12 04:43:47+00:00,2025-08-12 04:39:57+00:00,2025-08-12 04:41:01+00:00
3475946,3475947,2,0,0,3,3475946,3475948,2025-08-12 04:44:19+00:00,2025-08-12 04:51:12+00:00,2025-08-12 04:44:45+00:00,2025-08-12 04:47:25+00:00
3475977,3475978,2,0,0,3,3475977,3475979,2025-08-12 05:58:07+00:00,2025-08-12 05:58:41+00:00,2025-08-12 05:50:54+00:00,2025-08-12 05:56:38+00:00
3475980,3475980,1,0,0,2,3475980,3475981,2025-08-12 05:59:07+00:00,2025-08-12 05:59:07+00:00,2025-08-12 05:58:46+00:00,2025-08-12 06:00:46+00:00
3475982,3475982,1,0,0,2,3475982,3475983,2025-08-12 06:05:12+00:00,2025-08-12 06:05:12+00:00,2025-08-12 06:02:06+00:00,2025-08-12 06:03:50+00:00
3475985,3475985,1,0,0,2,3475985,3475986,2025-08-12 06:13:25+00:00,2025-08-12 06:13:25+00:00,2025-08-12 06:12:54+00:00,2025-08-12 06:16:22+00:00
3475993,3475993,1,0,0,2,3475993,3475994,2025-08-12 06:20:57+00:00,2025-08-12 06:20:57+00:00,2025-08-12 06:20:46+00:00,2025-08-12 06:21:02+00:00
3475995,3476000,6,0,0,7,3475995,3476001,2025-08-12 06:27:41+00:00,2025-08-12 06:39:40+00:00,2025-08-12 06:21:12+00:00,2025-08-12 06:36:30+00:00
3476196,3476196,1,1,1,1,3476196,3476196,2025-08-12 11:42:49+00:00,2025-08-12 11:42:49+00:00,2025-08-12 11:42:49+00:00,2025-08-12 11:42:49+00:00
3476323,3476323,1,0,0,1,3476323,3476323,2025-08-12 15:50:18+00:00,2025-08-12 15:50:18+00:00,2025-08-12 15:50:18+00:00,2025-08-12 15:50:18+00:00
3477094,3477094,1,0,0,1,3477094,3477094,2025-08-13 17:20:19+00:00,2025-08-13 17:20:19+00:00,2025-08-13 17:20:27+00:00,2025-08-13 17:20:27+00:00
3477359,3477359,1,1,1,1,3477359,3477359,2025-08-14 02:47:10+00:00,2025-08-14 02:47:10+00:00,2025-08-14 02:47:10+00:00,2025-08-14 02:47:10+00:00
3478033,3478033,1,1,1,1,3478033,3478033,2025-08-14 23:10:08+00:00,2025-08-14 23:10:08+00:00,2025-08-14 23:10:08+00:00,2025-08-14 23:10:08+00:00
3478053,3478053,1,1,1,2,3478053,3478054,2025-08-14 23:47:12+00:00,2025-08-14 23:47:12+00:00,2025-08-14 23:47:12+00:00,2025-08-14 23:48:00+00:00
3478127,3478127,1,1,1,1,3478127,3478127,2025-08-15 02:04:26+00:00,2025-08-15 02:04:26+00:00,2025-08-15 02:04:18+00:00,2025-08-15 02:04:18+00:00
3478263,3478263,1,1,1,1,3478263,3478263,2025-08-15 06:32:28+00:00,2025-08-15 06:32:28+00:00,2025-08-15 06:32:12+00:00,2025-08-15 06:32:12+00:00
3478385,3478385,1,0,0,2,3478385,3478386,2025-08-15 10:15:44+00:00,2025-08-15 10:15:44+00:00,2025-08-15 10:15:42+00:00,2025-08-15 10:16:22+00:00
3478782,3478782,1,1,1,3,3478782,3478784,2025-08-16 02:36:42+00:00,2025-08-16 02:36:42+00:00,2025-08-16 02:36:42+00:00,2025-08-16 02:37:30+00:00
3479082,3479082,1,1,1,3,3479082,3479084,2025-08-16 12:34:55+00:00,2025-08-16 12:34:55+00:00,2025-08-16 12:34:55+00:00,2025-08-16 12:42:23+00:00
3479208,3479209,2,0,0,5,3479208,3479212,2025-08-16 16:22:04+00:00,2025-08-16 16:23:20+00:00,2025-08-16 16:16:49+00:00,2025-08-16 16:28:57+00:00
3479241,3479241,1,0,0,2,3479241,3479242,2025-08-16 17:41:11+00:00,2025-08-16 17:41:11+00:00,2025-08-16 17:37:22+00:00,2025-08-16 17:38:58+00:00
3479250,3479250,1,0,0,3,3479250,3479252,2025-08-16 17:52:47+00:00,2025-08-16 17:52:47+00:00,2025-08-16 17:58:02+00:00,2025-08-16 18:02:26+00:00
3479406,3479412,7,0,0,8,3479406,3479413,2025-08-16 23:04:16+00:00,2025-08-16 23:19:04+00:00,2025-08-16 22:58:06+00:00,2025-08-16 23:07:58+00:00
3479436,3479436,1,0,0,3,3479436,3479438,2025-08-17 00:06:56+00:00,2025-08-17 00:06:56+00:00,2025-08-17 00:05:35+00:00,2025-08-17 00:09:59+00:00
3479451,3479451,1,0,0,2,3479451,3479452,2025-08-17 00:37:54+00:00,2025-08-17 00:37:54+00:00,2025-08-17 00:35:19+00:00,2025-08-17 00:35:35+00:00
3479613,3479620,8,0,0,10,3479613,3479622,2025-08-17 06:07:01+00:00,2025-08-17 06:20:06+00:00,2025-08-17 05:51:15+00:00,2025-08-17 06:20:59+00:00
3479628,3479628,1,0,0,2,3479628,3479629,2025-08-17 06:38:42+00:00,2025-08-17 06:38:42+00:00,2025-08-17 06:37:23+00:00,2025-08-17 06:41:47+00:00
3479683,3479683,1,1,1,1,3479683,3479683,2025-08-17 08:17:00+00:00,2025-08-17 08:17:00+00:00,2025-08-17 08:17:00+00:00,2025-08-17 08:17:00+00:00
3479902,3479902,1,1,1,1,3479902,3479902,2025-08-17 15:01:09+00:00,2025-08-17 15:01:09+00:00,2025-08-17 15:01:01+00:00,2025-08-17 15:01:01+00:00
3480040,3480040,1,1,1,1,3480040,3480040,2025-08-17 19:46:52+00:00,2025-08-17 19:46:52+00:00,2025-08-17 19:46:52+00:00,2025-08-17 19:46:52+00:00
3480278,3480278,1,0,0,2,3480278,3480279,2025-08-18 04:06:15+00:00,2025-08-18 04:06:15+00:00,2025-08-18 04:06:45+00:00,2025-08-18 04:07:17+00:00
3480526,3480526,1,0,0,2,3480526,3480527,2025-08-18 12:30:01+00:00,2025-08-18 12:30:01+00:00,2025-08-18 12:29:34+00:00,2025-08-18 12:31:26+00:00
3480635,3480635,1,0,0,4,3480635,3480638,2025-08-18 15:40:01+00:00,2025-08-18 15:40:01+00:00,2025-08-18 15:40:16+00:00,2025-08-18 15:41:52+00:00
3482404,3482404,1,1,1,1,3482404,3482404,2025-08-21 03:04:40+00:00,2025-08-21 03:04:40+00:00,2025-08-21 03:04:40+00:00,2025-08-21 03:04:40+00:00
3482747,3482747,1,0,0,2,3482747,3482748,2025-08-21 14:49:36+00:00,2025-08-21 14:49:36+00:00,2025-08-21 14:49:25+00:00,2025-08-21 14:51:25+00:00
3482750,3482750,1,0,0,2,3482750,3482751,2025-08-21 14:58:47+00:00,2025-08-21 14:58:47+00:00,2025-08-21 14:55:41+00:00,2025-08-21 14:58:37+00:00
3482757,3482757,1,0,0,2,3482757,3482758,2025-08-21 15:24:14+00:00,2025-08-21 15:24:14+00:00,2025-08-21 15:20:21+00:00,2025-08-21 15:25:41+00:00
3482768,3482768,1,0,0,2,3482768,3482769,2025-08-21 15:42:17+00:00,2025-08-21 15:42:17+00:00,2025-08-21 15:40:13+00:00,2025-08-21 15:40:37+00:00
3482771,3482773,3,0,0,4,3482771,3482774,2025-08-21 15:48:49+00:00,2025-08-21 15:49:42+00:00,2025-08-21 15:44:13+00:00,2025-08-21 15:47:49+00:00
3482775,3482775,1,0,0,2,3482775,3482776,2025-08-21 15:51:15+00:00,2025-08-21 15:51:15+00:00,2025-08-21 15:49:57+00:00,2025-08-21 15:51:17+00:00
3482785,3482785,1,0,0,2,3482785,3482786,2025-08-21 16:09:52+00:00,2025-08-21 16:09:52+00:00,2025-08-21 16:06:06+00:00,2025-08-21 16:07:02+00:00
3482789,3482789,1,0,0,2,3482789,3482790,2025-08-21 16:14:25+00:00,2025-08-21 16:14:25+00:00,2025-08-21 16:14:14+00:00,2025-08-21 16:14:22+00:00
3482799,3482800,2,0,0,2,3482799,3482800,2025-08-21 16:33:27+00:00,2025-08-21 16:33:33+00:00,2025-08-21 16:31:34+00:00,2025-08-21 16:31:43+00:00
3482809,3482809,1,0,0,2,3482809,3482810,2025-08-21 16:43:50+00:00,2025-08-21 16:43:50+00:00,2025-08-21 16:42:22+00:00,2025-08-21 16:42:38+00:00
3482812,3482812,1,0,0,2,3482812,3482813,2025-08-21 16:50:02+00:00,2025-08-21 16:50:02+00:00,2025-08-21 16:44:54+00:00,2025-08-21 16:53:50+00:00
3482818,3482818,1,0,0,2,3482818,3482819,2025-08-21 17:08:22+00:00,2025-08-21 17:08:22+00:00,2025-08-21 17:06:54+00:00,2025-08-21 17:07:26+00:00
3482833,3482839,7,0,0,8,3482833,3482840,2025-08-21 17:49:19+00:00,2025-08-21 18:06:39+00:00,2025-08-21 17:41:03+00:00,2025-08-21 17:58:15+00:00
3482844,3482844,1,0,0,2,3482844,3482845,2025-08-21 18:14:36+00:00,2025-08-21 18:14:36+00:00,2025-08-21 18:14:07+00:00,2025-08-21 18:15:43+00:00
3482852,3482852,1,0,0,2,3482852,3482853,2025-08-21 18:24:09+00:00,2025-08-21 18:24:09+00:00,2025-08-21 18:24:23+00:00,2025-08-21 18:27:43+00:00
3482864,3482865,2,0,0,3,3482864,3482866,2025-08-21 18:58:43+00:00,2025-08-21 19:00:19+00:00,2025-08-21 18:52:15+00:00,2025-08-21 18:57:11+00:00
3482902,3482902,1,0,0,2,3482902,3482903,2025-08-21 20:24:40+00:00,2025-08-21 20:24:40+00:00,2025-08-21 20:22:24+00:00,2025-08-21 20:24:24+00:00
3482922,3482922,1,0,0,2,3482922,3482923,2025-08-21 20:50:00+00:00,2025-08-21 20:50:00+00:00,2025-08-21 20:48:40+00:00,2025-08-21 20:50:01+00:00
3482933,3482936,4,0,0,6,3482933,3482938,2025-08-21 21:18:44+00:00,2025-08-21 21:33:17+00:00,2025-08-21 21:08:33+00:00,2025-08-21 21:35:29+00:00
3482939,3482939,1,0,0,4,3482939,3482942,2025-08-21 21:38:24+00:00,2025-08-21 21:38:24+00:00,2025-08-21 21:37:05+00:00,2025-08-21 21:44:01+00:00
3482951,3482951,1,0,0,2,3482951,3482952,2025-08-21 21:58:33+00:00,2025-08-21 21:58:33+00:00,2025-08-21 21:57:29+00:00,2025-08-21 21:58:17+00:00
3482971,3482971,1,0,0,3,3482971,3482973,2025-08-21 22:38:44+00:00,2025-08-21 22:38:44+00:00,2025-08-21 22:38:42+00:00,2025-08-21 22:40:58+00:00
3482991,3482991,1,0,0,2,3482991,3482992,2025-08-21 23:24:16+00:00,2025-08-21 23:24:16+00:00,2025-08-21 23:24:26+00:00,2025-08-21 23:26:58+00:00
3483002,3483002,1,0,0,2,3483002,3483003,2025-08-21 23:45:50+00:00,2025-08-21 23:45:50+00:00,2025-08-21 23:44:58+00:00,2025-08-21 23:47:38+00:00
3483008,3483008,1,0,0,2,3483008,3483009,2025-08-21 23:54:16+00:00,2025-08-21 23:54:16+00:00,2025-08-21 23:54:18+00:00,2025-08-21 23:56:34+00:00
3483020,3483020,1,0,0,4,3483020,3483023,2025-08-22 00:17:05+00:00,2025-08-22 00:17:05+00:00,2025-08-22 00:15:15+00:00,2025-08-22 00:22:43+00:00
3483033,3483033,1,0,0,4,3483033,3483036,2025-08-22 00:41:54+00:00,2025-08-22 00:41:54+00:00,2025-08-22 00:41:55+00:00,2025-08-22 00:50:35+00:00
3483112,3483112,1,0,0,2,3483112,3483113,2025-08-22 03:21:55+00:00,2025-08-22 03:21:55+00:00,2025-08-22 03:17:57+00:00,2025-08-22 03:21:49+00:00
3483114,3483114,1,0,0,3,3483114,3483116,2025-08-22 03:23:04+00:00,2025-08-22 03:23:04+00:00,2025-08-22 03:22:45+00:00,2025-08-22 03:27:25+00:00
3483732,3483732,1,0,0,1,3483732,3483732,2025-08-23 00:17:52+00:00,2025-08-23 00:17:52+00:00,2025-08-23 00:17:54+00:00,2025-08-23 00:17:54+00:00
3485604,3485604,1,0,0,1,3485604,3485604,2025-08-25 15:16:26+00:00,2025-08-25 15:16:26+00:00,2025-08-25 15:16:33+00:00,2025-08-25 15:16:33+00:00
3485664,3485664,1,0,0,2,3485664,3485665,2025-08-25 16:57:52+00:00,2025-08-25 16:57:52+00:00,2025-08-25 16:57:19+00:00,2025-08-25 16:58:45+00:00
3485673,3485673,1,0,0,2,3485673,3485674,2025-08-25 17:15:54+00:00,2025-08-25 17:15:54+00:00,2025-08-25 17:11:16+00:00,2025-08-25 17:14:18+00:00
3485698,3485699,2,0,0,3,3485698,3485700,2025-08-25 18:13:44+00:00,2025-08-25 18:13:51+00:00,2025-08-25 18:11:26+00:00,2025-08-25 18:13:10+00:00
3485704,3485704,1,0,0,2,3485704,3485705,2025-08-25 18:25:02+00:00,2025-08-25 18:25:02+00:00,2025-08-25 18:24:56+00:00,2025-08-25 18:28:55+00:00
3485706,3485706,1,0,0,2,3485706,3485707,2025-08-25 18:34:32+00:00,2025-08-25 18:34:32+00:00,2025-08-25 18:32:35+00:00,2025-08-25 18:34:48+00:00
3485708,3485716,9,0,0,13,3485708,3485720,2025-08-25 18:39:55+00:00,2025-08-25 18:56:48+00:00,2025-08-25 18:37:16+00:00,2025-08-25 18:56:41+00:00
3485721,3485721,1,0,0,2,3485721,3485722,2025-08-25 19:00:29+00:00,2025-08-25 19:00:29+00:00,2025-08-25 18:59:24+00:00,2025-08-25 19:01:10+00:00
3485723,3485723,1,0,0,2,3485723,3485724,2025-08-25 19:02:32+00:00,2025-08-25 19:02:32+00:00,2025-08-25 19:02:04+00:00,2025-08-25 19:03:16+00:00
3485726,3485734,9,0,0,10,3485726,3485735,2025-08-25 19:11:20+00:00,2025-08-25 19:27:58+00:00,2025-08-25 19:08:46+00:00,2025-08-25 19:25:35+00:00
3485742,3485743,2,0,0,3,3485742,3485744,2025-08-25 19:48:25+00:00,2025-08-25 19:49:11+00:00,2025-08-25 19:47:35+00:00,2025-08-25 19:48:12+00:00
3485749,3485751,3,0,0,4,3485749,3485752,2025-08-25 20:07:32+00:00,2025-08-25 20:11:18+00:00,2025-08-25 19:55:14+00:00,2025-08-25 20:05:26+00:00
3485759,3485760,2,0,0,3,3485759,3485761,2025-08-25 20:28:58+00:00,2025-08-25 20:29:24+00:00,2025-08-25 20:25:22+00:00,2025-08-25 20:28:53+00:00
3485764,3485764,1,0,0,2,3485764,3485765,2025-08-25 20:34:41+00:00,2025-08-25 20:34:41+00:00,2025-08-25 20:32:58+00:00,2025-08-25 20:33:52+00:00
3485787,3485787,1,0,0,2,3485787,3485788,2025-08-25 21:23:38+00:00,2025-08-25 21:23:38+00:00,2025-08-25 21:22:16+00:00,2025-08-25 21:22:44+00:00
3485791,3485791,1,0,0,2,3485791,3485792,2025-08-25 21:32:41+00:00,2025-08-25 21:32:41+00:00,2025-08-25 21:30:05+00:00,2025-08-25 21:33:28+00:00
3485794,3485794,1,0,0,2,3485794,3485795,2025-08-25 21:35:41+00:00,2025-08-25 21:35:41+00:00,2025-08-25 21:38:48+00:00,2025-08-25 21:39:42+00:00
3485799,3485799,1,0,0,2,3485799,3485800,2025-08-25 21:48:02+00:00,2025-08-25 21:48:02+00:00,2025-08-25 21:46:27+00:00,2025-08-25 21:46:57+00:00
3485806,3485806,1,0,0,2,3485806,3485807,2025-08-25 22:18:52+00:00,2025-08-25 22:18:52+00:00,2025-08-25 22:13:55+00:00,2025-08-25 22:18:39+00:00
3485808,3485816,9,0,0,16,3485808,3485823,2025-08-25 22:34:38+00:00,2025-08-25 23:04:48+00:00,2025-08-25 22:18:56+00:00,2025-08-25 22:59:55+00:00
3485831,3485831,1,0,0,2,3485831,3485832,2025-08-25 23:16:43+00:00,2025-08-25 23:16:43+00:00,2025-08-25 23:16:46+00:00,2025-08-25 23:17:47+00:00
3485834,3485838,5,0,0,6,3485834,3485839,2025-08-25 23:22:17+00:00,2025-08-25 23:34:28+00:00,2025-08-25 23:20:18+00:00,2025-08-25 23:30:49+00:00
3485843,3485843,1,0,0,2,3485843,3485844,2025-08-25 23:41:52+00:00,2025-08-25 23:41:52+00:00,2025-08-25 23:38:11+00:00,2025-08-25 23:40:03+00:00
