start_height,end_height,orphan_len,total_orphans_on_run,total_qubic_orphans_on_run,length_qubic_run,qubic_start_height,qubic_end_height,orphan_start_time,orphan_end_time,qubic_start_time,qubic_end_time
3499748,3499750,3,0,0,5,3499748,3499752,2025-09-14 08:33:35+00:00,2025-09-14 08:34:14+00:00,2025-09-14 08:32:11+00:00,2025-09-14 08:33:52+00:00
3499790,3499790,1,0,0,2,3499790,3499791,2025-09-14 09:46:50+00:00,2025-09-14 09:46:50+00:00,2025-09-14 09:45:46+00:00,2025-09-14 09:47:44+00:00
3499804,3499804,1,0,0,2,3499804,3499805,2025-09-14 10:13:01+00:00,2025-09-14 10:13:01+00:00,2025-09-14 10:03:42+00:00,2025-09-14 10:11:29+00:00
3499815,3499816,2,0,0,2,3499815,3499816,2025-09-14 10:24:57+00:00,2025-09-14 10:26:30+00:00,2025-09-14 10:24:01+00:00,2025-09-14 10:26:25+00:00
3499818,3499818,1,0,0,2,3499818,3499819,2025-09-14 10:31:26+00:00,2025-09-14 10:31:26+00:00,2025-09-14 10:28:44+00:00,2025-09-14 10:29:42+00:00
3499832,3499832,1,0,0,2,3499832,3499833,2025-09-14 10:53:41+00:00,2025-09-14 10:53:41+00:00,2025-09-14 10:51:31+00:00,2025-09-14 10:52:27+00:00
3499840,3499840,1,0,0,2,3499840,3499841,2025-09-14 10:57:58+00:00,2025-09-14 10:57:58+00:00,2025-09-14 10:57:36+00:00,2025-09-14 10:59:15+00:00
3499843,3499845,3,0,0,5,3499843,3499847,2025-09-14 11:16:13+00:00,2025-09-14 11:16:56+00:00,2025-09-14 11:05:39+00:00,2025-09-14 11:12:09+00:00
3499849,3499849,1,0,0,2,3499849,3499850,2025-09-14 11:24:21+00:00,2025-09-14 11:24:21+00:00,2025-09-14 11:23:44+00:00,2025-09-14 11:24:16+00:00
3499851,3499853,3,0,0,4,3499851,3499854,2025-09-14 11:38:09+00:00,2025-09-14 11:40:27+00:00,2025-09-14 11:29:00+00:00,2025-09-14 11:40:25+00:00
3499879,3499879,1,0,0,2,3499879,3499880,2025-09-14 12:18:31+00:00,2025-09-14 12:18:31+00:00,2025-09-14 12:16:13+00:00,2025-09-14 12:20:54+00:00
3499941,3499941,1,0,0,2,3499941,3499942,2025-09-14 14:28:37+00:00,2025-09-14 14:28:37+00:00,2025-09-14 14:27:47+00:00,2025-09-14 14:29:30+00:00
3499958,3499958,1,0,0,2,3499958,3499959,2025-09-14 15:05:10+00:00,2025-09-14 15:05:10+00:00,2025-09-14 15:05:06+00:00,2025-09-14 15:08:58+00:00
3499975,3499975,1,0,0,3,3499975,3499977,2025-09-14 15:54:43+00:00,2025-09-14 15:54:43+00:00,2025-09-14 15:53:01+00:00,2025-09-14 15:54:51+00:00
3500014,3500014,1,0,0,2,3500014,3500015,2025-09-14 17:24:32+00:00,2025-09-14 17:24:32+00:00,2025-09-14 17:25:00+00:00,2025-09-14 17:25:23+00:00
3500048,3500048,1,0,0,2,3500048,3500049,2025-09-14 18:39:25+00:00,2025-09-14 18:39:25+00:00,2025-09-14 18:38:52+00:00,2025-09-14 18:40:45+00:00
3500072,3500074,3,0,0,8,3500072,3500079,2025-09-14 19:28:47+00:00,2025-09-14 19:42:19+00:00,2025-09-14 19:23:35+00:00,2025-09-14 19:41:38+00:00
3500087,3500090,4,0,0,7,3500087,3500093,2025-09-14 20:11:19+00:00,2025-09-14 20:23:22+00:00,2025-09-14 20:06:22+00:00,2025-09-14 20:23:45+00:00
3500108,3500110,3,0,0,4,3500108,3500111,2025-09-14 20:52:55+00:00,2025-09-14 21:03:02+00:00,2025-09-14 20:52:55+00:00,2025-09-14 20:55:51+00:00
3500139,3500139,1,0,0,2,3500139,3500140,2025-09-14 22:17:25+00:00,2025-09-14 22:17:25+00:00,2025-09-14 22:17:11+00:00,2025-09-14 22:20:23+00:00
3500141,3500143,3,0,0,5,3500141,3500145,2025-09-14 22:25:53+00:00,2025-09-14 22:33:54+00:00,2025-09-14 22:21:48+00:00,2025-09-14 22:33:18+00:00
3500157,3500157,1,0,0,2,3500157,3500158,2025-09-14 23:05:55+00:00,2025-09-14 23:05:55+00:00,2025-09-14 23:06:08+00:00,2025-09-14 23:06:48+00:00
3500170,3500170,1,0,0,2,3500170,3500171,2025-09-14 23:49:08+00:00,2025-09-14 23:49:08+00:00,2025-09-14 23:44:18+00:00,2025-09-14 23:47:32+00:00
3500172,3500172,1,0,0,2,3500172,3500173,2025-09-14 23:50:11+00:00,2025-09-14 23:50:11+00:00,2025-09-14 23:50:02+00:00,2025-09-14 23:50:58+00:00
3500176,3500176,1,0,0,4,3500176,3500179,2025-09-14 23:54:46+00:00,2025-09-14 23:54:46+00:00,2025-09-14 23:52:01+00:00,2025-09-15 00:04:01+00:00
3500196,3500196,1,0,0,2,3500196,3500197,2025-09-15 00:33:44+00:00,2025-09-15 00:33:44+00:00,2025-09-15 00:33:02+00:00,2025-09-15 00:33:49+00:00
3500198,3500198,1,0,0,2,3500198,3500199,2025-09-15 00:36:20+00:00,2025-09-15 00:36:20+00:00,2025-09-15 00:35:53+00:00,2025-09-15 00:39:34+00:00
3500201,3500201,1,0,0,2,3500201,3500202,2025-09-15 00:43:36+00:00,2025-09-15 00:43:36+00:00,2025-09-15 00:43:37+00:00,2025-09-15 00:46:10+00:00
3500214,3500215,2,0,0,3,3500214,3500216,2025-09-15 01:19:57+00:00,2025-09-15 01:20:45+00:00,2025-09-15 01:15:14+00:00,2025-09-15 01:17:39+00:00
3500239,3500239,1,0,0,2,3500239,3500240,2025-09-15 01:56:09+00:00,2025-09-15 01:56:09+00:00,2025-09-15 01:53:43+00:00,2025-09-15 01:55:12+00:00
3500264,3500264,1,0,0,2,3500264,3500265,2025-09-15 02:36:01+00:00,2025-09-15 02:36:01+00:00,2025-09-15 02:35:20+00:00,2025-09-15 02:39:39+00:00
3500266,3500267,2,0,0,4,3500266,3500269,2025-09-15 02:45:06+00:00,2025-09-15 02:46:01+00:00,2025-09-15 02:40:29+00:00,2025-09-15 02:47:26+00:00
3500283,3500283,1,0,0,2,3500283,3500284,2025-09-15 03:20:44+00:00,2025-09-15 03:20:44+00:00,2025-09-15 03:15:39+00:00,2025-09-15 03:20:33+00:00
3500285,3500285,1,0,0,2,3500285,3500286,2025-09-15 03:22:29+00:00,2025-09-15 03:22:29+00:00,2025-09-15 03:21:41+00:00,2025-09-15 03:23:46+00:00
3500301,3500301,1,0,0,2,3500301,3500302,2025-09-15 03:58:58+00:00,2025-09-15 03:58:58+00:00,2025-09-15 03:56:25+00:00,2025-09-15 03:56:30+00:00
3502204,3502207,4,0,0,5,3502204,3502208,2025-09-17 17:31:48+00:00,2025-09-17 17:37:35+00:00,2025-09-17 17:33:28+00:00,2025-09-17 17:38:14+00:00
3502254,3502254,1,0,0,2,3502254,3502255,2025-09-17 19:25:05+00:00,2025-09-17 19:25:05+00:00,2025-09-17 19:25:06+00:00,2025-09-17 19:26:01+00:00
3502260,3502260,1,0,0,2,3502260,3502261,2025-09-17 19:35:44+00:00,2025-09-17 19:35:44+00:00,2025-09-17 19:35:38+00:00,2025-09-17 19:35:56+00:00
3502280,3502280,1,0,0,2,3502280,3502281,2025-09-17 19:59:32+00:00,2025-09-17 19:59:32+00:00,2025-09-17 19:59:18+00:00,2025-09-17 19:59:49+00:00
3502335,3502335,1,0,0,4,3502335,3502338,2025-09-17 22:54:04+00:00,2025-09-17 22:54:04+00:00,2025-09-17 22:46:11+00:00,2025-09-17 22:53:50+00:00
3502385,3502385,1,0,0,2,3502385,3502386,2025-09-18 00:38:06+00:00,2025-09-18 00:38:06+00:00,2025-09-18 00:38:00+00:00,2025-09-18 00:39:51+00:00
3502401,3502401,1,0,0,2,3502401,3502402,2025-09-18 01:07:19+00:00,2025-09-18 01:07:19+00:00,2025-09-18 01:04:39+00:00,2025-09-18 01:05:01+00:00
3502426,3502426,1,0,0,2,3502426,3502427,2025-09-18 01:58:03+00:00,2025-09-18 01:58:03+00:00,2025-09-18 01:55:40+00:00,2025-09-18 01:56:05+00:00
3502746,3502746,1,0,0,2,3502746,3502747,2025-09-18 12:34:14+00:00,2025-09-18 12:34:14+00:00,2025-09-18 12:33:47+00:00,2025-09-18 12:35:07+00:00
3502749,3502749,1,0,0,1,3502749,3502749,2025-09-18 12:41:27+00:00,2025-09-18 12:41:27+00:00,2025-09-18 12:38:13+00:00,2025-09-18 12:38:13+00:00
3502751,3502751,1,0,0,2,3502751,3502752,2025-09-18 12:45:38+00:00,2025-09-18 12:45:38+00:00,2025-09-18 12:44:08+00:00,2025-09-18 12:45:00+00:00
3502758,3502758,1,0,0,2,3502758,3502759,2025-09-18 13:00:52+00:00,2025-09-18 13:00:52+00:00,2025-09-18 13:00:21+00:00,2025-09-18 13:02:54+00:00
3502765,3502766,2,0,0,3,3502765,3502767,2025-09-18 13:16:01+00:00,2025-09-18 13:16:04+00:00,2025-09-18 13:10:39+00:00,2025-09-18 13:15:47+00:00
3502768,3502768,1,0,0,3,3502768,3502770,2025-09-18 13:19:09+00:00,2025-09-18 13:19:09+00:00,2025-09-18 13:17:37+00:00,2025-09-18 13:19:34+00:00
3502774,3502774,1,0,0,2,3502774,3502775,2025-09-18 13:31:39+00:00,2025-09-18 13:31:39+00:00,2025-09-18 13:30:52+00:00,2025-09-18 13:31:39+00:00
3502781,3502781,1,0,0,3,3502781,3502783,2025-09-18 13:43:21+00:00,2025-09-18 13:43:21+00:00,2025-09-18 13:42:18+00:00,2025-09-18 13:44:50+00:00
3502790,3502790,1,0,0,2,3502790,3502791,2025-09-18 14:02:22+00:00,2025-09-18 14:02:22+00:00,2025-09-18 13:57:38+00:00,2025-09-18 14:04:10+00:00
3502798,3502798,1,0,0,2,3502798,3502799,2025-09-18 14:17:08+00:00,2025-09-18 14:17:08+00:00,2025-09-18 14:16:41+00:00,2025-09-18 14:17:03+00:00
3502808,3502810,3,0,0,5,3502808,3502812,2025-09-18 14:33:12+00:00,2025-09-18 14:38:27+00:00,2025-09-18 14:27:31+00:00,2025-09-18 14:35:41+00:00
3502823,3502823,1,0,0,2,3502823,3502824,2025-09-18 15:09:37+00:00,2025-09-18 15:09:37+00:00,2025-09-18 15:07:22+00:00,2025-09-18 15:10:23+00:00
3502831,3502831,1,0,0,2,3502831,3502832,2025-09-18 15:28:31+00:00,2025-09-18 15:28:40+00:00,2025-09-18 15:26:36+00:00,2025-09-18 15:27:44+00:00
3502835,3502835,1,0,0,2,3502835,3502836,2025-09-18 15:34:51+00:00,2025-09-18 15:34:51+00:00,2025-09-18 15:35:20+00:00,2025-09-18 15:35:55+00:00
3502837,3502837,1,0,0,2,3502837,3502838,2025-09-18 15:38:17+00:00,2025-09-18 15:38:17+00:00,2025-09-18 15:37:39+00:00,2025-09-18 15:39:57+00:00
3502845,3502845,1,0,0,2,3502845,3502846,2025-09-18 15:50:22+00:00,2025-09-18 15:50:22+00:00,2025-09-18 15:49:38+00:00,2025-09-18 15:50:39+00:00
3502854,3502855,2,0,0,3,3502854,3502856,2025-09-18 16:23:24+00:00,2025-09-18 16:25:07+00:00,2025-09-18 16:15:21+00:00,2025-09-18 16:21:26+00:00
3502860,3502860,1,0,0,2,3502860,3502861,2025-09-18 16:34:21+00:00,2025-09-18 16:34:21+00:00,2025-09-18 16:27:33+00:00,2025-09-18 16:31:58+00:00
3502869,3502869,1,0,0,2,3502869,3502870,2025-09-18 16:45:07+00:00,2025-09-18 16:45:07+00:00,2025-09-18 16:44:03+00:00,2025-09-18 16:44:27+00:00
3502871,3502880,10,0,0,14,3502871,3502884,2025-09-18 16:48:49+00:00,2025-09-18 17:29:09+00:00,2025-09-18 16:46:00+00:00,2025-09-18 17:29:20+00:00
3502887,3502887,1,0,0,2,3502887,3502888,2025-09-18 17:35:07+00:00,2025-09-18 17:35:07+00:00,2025-09-18 17:34:30+00:00,2025-09-18 17:36:44+00:00
3502892,3502892,1,0,0,2,3502892,3502893,2025-09-18 17:40:51+00:00,2025-09-18 17:40:51+00:00,2025-09-18 17:39:55+00:00,2025-09-18 17:40:52+00:00
3502895,3502895,1,0,0,2,3502895,3502896,2025-09-18 17:50:24+00:00,2025-09-18 17:50:24+00:00,2025-09-18 17:46:30+00:00,2025-09-18 17:49:22+00:00
3502902,3502902,1,0,0,2,3502902,3502903,2025-09-18 17:58:54+00:00,2025-09-18 17:58:54+00:00,2025-09-18 17:56:48+00:00,2025-09-18 17:58:59+00:00
3502908,3502908,1,0,0,2,3502908,3502909,2025-09-18 18:14:53+00:00,2025-09-18 18:14:53+00:00,2025-09-18 18:12:39+00:00,2025-09-18 18:18:58+00:00
3502914,3502914,1,0,0,3,3502914,3502916,2025-09-18 18:31:09+00:00,2025-09-18 18:31:09+00:00,2025-09-18 18:26:35+00:00,2025-09-18 18:31:31+00:00
3502918,3502918,1,0,0,2,3502918,3502919,2025-09-18 18:33:09+00:00,2025-09-18 18:33:09+00:00,2025-09-18 18:32:38+00:00,2025-09-18 18:36:44+00:00
3502924,3502924,1,0,0,2,3502924,3502925,2025-09-18 18:49:04+00:00,2025-09-18 18:49:04+00:00,2025-09-18 18:49:20+00:00,2025-09-18 18:51:06+00:00
3502937,3502940,4,0,0,5,3502937,3502941,2025-09-18 19:10:18+00:00,2025-09-18 19:13:10+00:00,2025-09-18 19:02:48+00:00,2025-09-18 19:11:51+00:00
3502942,3502942,1,0,0,2,3502942,3502943,2025-09-18 19:17:50+00:00,2025-09-18 19:17:50+00:00,2025-09-18 19:15:20+00:00,2025-09-18 19:18:26+00:00
3502945,3502945,1,0,0,2,3502945,3502946,2025-09-18 19:22:10+00:00,2025-09-18 19:22:10+00:00,2025-09-18 19:20:54+00:00,2025-09-18 19:22:37+00:00
3502951,3502951,1,0,0,2,3502951,3502952,2025-09-18 19:27:59+00:00,2025-09-18 19:27:59+00:00,2025-09-18 19:27:57+00:00,2025-09-18 19:28:04+00:00
3502961,3502961,1,0,0,2,3502961,3502962,2025-09-18 19:47:41+00:00,2025-09-18 19:47:41+00:00,2025-09-18 19:50:02+00:00,2025-09-18 19:55:38+00:00
3502964,3502964,1,0,0,2,3502964,3502965,2025-09-18 20:03:25+00:00,2025-09-18 20:03:25+00:00,2025-09-18 20:02:28+00:00,2025-09-18 20:07:06+00:00
3502968,3502969,2,0,0,2,3502968,3502969,2025-09-18 20:12:31+00:00,2025-09-18 20:15:32+00:00,2025-09-18 20:11:58+00:00,2025-09-18 20:15:42+00:00
3502971,3502971,1,0,0,2,3502971,3502972,2025-09-18 20:23:02+00:00,2025-09-18 20:23:02+00:00,2025-09-18 20:17:07+00:00,2025-09-18 20:21:14+00:00
3502981,3502981,1,0,0,2,3502981,3502982,2025-09-18 20:58:23+00:00,2025-09-18 20:58:23+00:00,2025-09-18 20:56:10+00:00,2025-09-18 20:57:37+00:00
3502992,3502992,1,0,0,2,3502992,3502993,2025-09-18 21:09:59+00:00,2025-09-18 21:09:59+00:00,2025-09-18 21:09:57+00:00,2025-09-18 21:12:50+00:00
3502999,3502999,1,0,0,2,3502999,3503000,2025-09-18 21:18:17+00:00,2025-09-18 21:18:17+00:00,2025-09-18 21:18:10+00:00,2025-09-18 21:18:15+00:00
3503003,3503003,1,0,0,2,3503003,3503004,2025-09-18 21:21:50+00:00,2025-09-18 21:21:50+00:00,2025-09-18 21:20:10+00:00,2025-09-18 21:20:27+00:00
3503006,3503006,1,0,0,2,3503006,3503007,2025-09-18 21:27:51+00:00,2025-09-18 21:27:51+00:00,2025-09-18 21:25:07+00:00,2025-09-18 21:28:18+00:00
3503023,3503025,3,0,0,4,3503023,3503026,2025-09-18 22:06:50+00:00,2025-09-18 22:12:04+00:00,2025-09-18 21:59:57+00:00,2025-09-18 22:02:24+00:00
3503035,3503035,1,0,0,2,3503035,3503036,2025-09-18 22:34:28+00:00,2025-09-18 22:34:28+00:00,2025-09-18 22:28:04+00:00,2025-09-18 22:33:53+00:00
3503038,3503038,1,0,0,2,3503038,3503039,2025-09-18 22:46:50+00:00,2025-09-18 22:46:50+00:00,2025-09-18 22:42:26+00:00,2025-09-18 22:45:18+00:00
3503050,3503050,1,0,0,2,3503050,3503051,2025-09-18 23:01:41+00:00,2025-09-18 23:01:41+00:00,2025-09-18 22:59:24+00:00,2025-09-18 23:01:56+00:00
3503052,3503052,1,0,0,3,3503052,3503054,2025-09-18 23:03:19+00:00,2025-09-18 23:03:19+00:00,2025-09-18 23:02:51+00:00,2025-09-18 23:10:28+00:00
3503055,3503055,1,0,0,2,3503055,3503056,2025-09-18 23:13:49+00:00,2025-09-18 23:13:49+00:00,2025-09-18 23:10:56+00:00,2025-09-18 23:19:05+00:00
3503067,3503067,1,0,0,2,3503067,3503068,2025-09-18 23:38:29+00:00,2025-09-18 23:38:29+00:00,2025-09-18 23:38:01+00:00,2025-09-18 23:38:21+00:00
3503072,3503076,5,0,0,7,3503072,3503078,2025-09-18 23:53:33+00:00,2025-09-19 00:00:22+00:00,2025-09-18 23:50:34+00:00,2025-09-18 23:55:13+00:00
3503085,3503086,2,0,0,4,3503085,3503088,2025-09-19 00:12:09+00:00,2025-09-19 00:15:41+00:00,2025-09-19 00:10:01+00:00,2025-09-19 00:16:28+00:00
3503089,3503090,2,0,0,3,3503089,3503091,2025-09-19 00:23:47+00:00,2025-09-19 00:25:24+00:00,2025-09-19 00:18:01+00:00,2025-09-19 00:23:12+00:00
3503092,3503092,1,0,0,2,3503092,3503093,2025-09-19 00:30:06+00:00,2025-09-19 00:30:06+00:00,2025-09-19 00:26:37+00:00,2025-09-19 00:32:14+00:00
3503116,3503116,1,0,0,2,3503116,3503117,2025-09-19 01:11:03+00:00,2025-09-19 01:11:03+00:00,2025-09-19 01:08:02+00:00,2025-09-19 01:09:50+00:00
3503126,3503126,1,0,0,3,3503126,3503128,2025-09-19 01:32:21+00:00,2025-09-19 01:32:21+00:00,2025-09-19 01:33:18+00:00,2025-09-19 01:43:59+00:00
3503129,3503129,1,0,0,2,3503129,3503130,2025-09-19 01:45:44+00:00,2025-09-19 01:45:44+00:00,2025-09-19 01:44:17+00:00,2025-09-19 01:45:53+00:00
3503146,3503148,3,0,0,5,3503146,3503150,2025-09-19 02:16:42+00:00,2025-09-19 02:22:54+00:00,2025-09-19 02:10:23+00:00,2025-09-19 02:16:56+00:00
3503151,3503152,2,0,0,3,3503151,3503153,2025-09-19 02:28:43+00:00,2025-09-19 02:28:57+00:00,2025-09-19 02:23:50+00:00,2025-09-19 02:27:22+00:00
3503170,3503170,1,0,0,2,3503170,3503171,2025-09-19 02:48:00+00:00,2025-09-19 02:48:00+00:00,2025-09-19 02:48:00+00:00,2025-09-19 02:48:42+00:00
3503181,3503181,1,0,0,2,3503181,3503182,2025-09-19 03:11:50+00:00,2025-09-19 03:11:50+00:00,2025-09-19 03:10:06+00:00,2025-09-19 03:12:56+00:00
3503184,3503184,1,0,0,2,3503184,3503185,2025-09-19 03:14:59+00:00,2025-09-19 03:14:59+00:00,2025-09-19 03:14:16+00:00,2025-09-19 03:19:03+00:00
3503218,3503218,1,0,0,3,3503218,3503220,2025-09-19 04:17:08+00:00,2025-09-19 04:17:08+00:00,2025-09-19 04:15:42+00:00,2025-09-19 04:17:19+00:00
3503222,3503222,1,0,0,2,3503222,3503223,2025-09-19 04:22:06+00:00,2025-09-19 04:22:06+00:00,2025-09-19 04:20:12+00:00,2025-09-19 04:21:10+00:00
3503234,3503234,1,0,0,2,3503234,3503235,2025-09-19 04:45:40+00:00,2025-09-19 04:45:40+00:00,2025-09-19 04:44:00+00:00,2025-09-19 04:44:26+00:00
3503243,3503243,1,0,0,2,3503243,3503244,2025-09-19 04:58:46+00:00,2025-09-19 04:58:46+00:00,2025-09-19 04:59:04+00:00,2025-09-19 04:59:11+00:00
3503250,3503250,1,0,0,2,3503250,3503251,2025-09-19 05:15:26+00:00,2025-09-19 05:15:26+00:00,2025-09-19 05:14:24+00:00,2025-09-19 05:14:59+00:00
3503264,3503264,1,0,0,2,3503264,3503265,2025-09-19 05:37:33+00:00,2025-09-19 05:37:33+00:00,2025-09-19 05:37:16+00:00,2025-09-19 05:38:13+00:00
3503267,3503267,1,0,0,2,3503267,3503268,2025-09-19 05:41:31+00:00,2025-09-19 05:41:31+00:00,2025-09-19 05:40:56+00:00,2025-09-19 05:43:05+00:00
3503269,3503269,1,0,0,2,3503269,3503270,2025-09-19 05:46:45+00:00,2025-09-19 05:46:45+00:00,2025-09-19 05:44:45+00:00,2025-09-19 05:46:09+00:00
3503275,3503275,1,0,0,2,3503275,3503276,2025-09-19 06:01:33+00:00,2025-09-19 06:01:33+00:00,2025-09-19 06:01:13+00:00,2025-09-19 06:02:44+00:00
3503280,3503283,4,0,0,6,3503280,3503285,2025-09-19 06:15:54+00:00,2025-09-19 06:21:56+00:00,2025-09-19 06:04:00+00:00,2025-09-19 06:17:00+00:00
3503292,3503294,3,0,0,5,3503292,3503296,2025-09-19 06:46:32+00:00,2025-09-19 06:52:11+00:00,2025-09-19 06:39:59+00:00,2025-09-19 06:53:27+00:00
3503303,3503303,1,0,0,2,3503303,3503304,2025-09-19 07:12:45+00:00,2025-09-19 07:12:45+00:00,2025-09-19 07:11:19+00:00,2025-09-19 07:12:07+00:00
3503331,3503331,1,0,0,2,3503331,3503332,2025-09-19 07:56:14+00:00,2025-09-19 07:56:14+00:00,2025-09-19 07:55:18+00:00,2025-09-19 07:56:16+00:00
3503337,3503337,1,0,0,2,3503337,3503338,2025-09-19 08:02:36+00:00,2025-09-19 08:02:36+00:00,2025-09-19 07:59:57+00:00,2025-09-19 08:03:55+00:00
3503522,3503522,1,0,0,2,3503522,3503523,2025-09-19 13:01:51+00:00,2025-09-19 13:01:51+00:00,2025-09-19 13:01:53+00:00,2025-09-19 13:02:29+00:00
3504329,3504329,1,0,0,1,3504329,3504329,2025-09-20 15:58:56+00:00,2025-09-20 15:58:56+00:00,2025-09-20 15:59:00+00:00,2025-09-20 15:59:00+00:00
3510824,3510824,1,0,0,4,3510824,3510827,2025-09-29 16:55:26+00:00,2025-09-29 16:55:26+00:00,2025-09-29 16:55:31+00:00,2025-09-29 17:07:13+00:00
3514418,3514418,1,0,0,1,3514418,3514418,2025-10-04 18:02:56+00:00,2025-10-04 18:02:56+00:00,2025-10-04 18:03:00+00:00,2025-10-04 18:03:00+00:00
3515286,3515286,1,0,0,2,3515286,3515287,2025-10-05 23:45:45+00:00,2025-10-05 23:45:45+00:00,2025-10-05 23:44:24+00:00,2025-10-05 23:48:00+00:00
3515294,3515295,2,0,0,3,3515294,3515296,2025-10-06 00:09:50+00:00,2025-10-06 00:11:38+00:00,2025-10-06 00:06:11+00:00,2025-10-06 00:08:33+00:00
3515323,3515323,1,0,0,2,3515323,3515324,2025-10-06 01:33:12+00:00,2025-10-06 01:33:12+00:00,2025-10-06 01:30:27+00:00,2025-10-06 01:31:47+00:00
3515353,3515353,1,0,0,2,3515353,3515354,2025-10-06 02:29:06+00:00,2025-10-06 02:29:06+00:00,2025-10-06 02:26:30+00:00,2025-10-06 02:27:31+00:00
3515415,3515415,1,0,0,2,3515415,3515416,2025-10-06 04:42:00+00:00,2025-10-06 04:42:00+00:00,2025-10-06 04:38:14+00:00,2025-10-06 04:42:54+00:00
3515442,3515442,1,0,0,2,3515442,3515443,2025-10-06 05:33:35+00:00,2025-10-06 05:33:35+00:00,2025-10-06 05:30:28+00:00,2025-10-06 05:34:51+00:00
3515464,3515464,1,0,0,2,3515464,3515465,2025-10-06 06:26:16+00:00,2025-10-06 06:26:16+00:00,2025-10-06 06:23:01+00:00,2025-10-06 06:27:20+00:00
3515467,3515467,1,0,0,2,3515467,3515468,2025-10-06 06:32:54+00:00,2025-10-06 06:32:54+00:00,2025-10-06 06:32:14+00:00,2025-10-06 06:33:55+00:00
3515484,3515484,1,0,0,2,3515484,3515485,2025-10-06 06:54:04+00:00,2025-10-06 06:54:04+00:00,2025-10-06 06:54:01+00:00,2025-10-06 06:55:13+00:00
3515486,3515486,1,0,0,2,3515486,3515487,2025-10-06 06:57:25+00:00,2025-10-06 06:57:25+00:00,2025-10-06 06:55:40+00:00,2025-10-06 06:57:13+00:00
3515500,3515500,1,0,0,2,3515500,3515501,2025-10-06 07:18:45+00:00,2025-10-06 07:18:45+00:00,2025-10-06 07:21:37+00:00,2025-10-06 07:21:50+00:00
3515530,3515530,1,0,0,2,3515530,3515531,2025-10-06 08:44:37+00:00,2025-10-06 08:44:37+00:00,2025-10-06 08:44:06+00:00,2025-10-06 08:46:45+00:00
3515542,3515542,1,0,0,3,3515542,3515544,2025-10-06 09:10:26+00:00,2025-10-06 09:10:26+00:00,2025-10-06 09:10:17+00:00,2025-10-06 09:13:05+00:00
3515584,3515584,1,0,0,2,3515584,3515585,2025-10-06 10:56:32+00:00,2025-10-06 10:56:32+00:00,2025-10-06 10:55:15+00:00,2025-10-06 10:59:47+00:00
3515595,3515595,1,0,0,2,3515595,3515596,2025-10-06 11:23:41+00:00,2025-10-06 11:23:41+00:00,2025-10-06 11:21:31+00:00,2025-10-06 11:22:12+00:00
3515610,3515610,1,0,0,2,3515610,3515611,2025-10-06 11:48:13+00:00,2025-10-06 11:48:17+00:00,2025-10-06 11:47:20+00:00,2025-10-06 11:49:13+00:00
3515638,3515638,1,0,0,2,3515638,3515639,2025-10-06 12:48:56+00:00,2025-10-06 12:48:56+00:00,2025-10-06 12:47:47+00:00,2025-10-06 12:49:01+00:00
3515643,3515643,1,0,0,2,3515643,3515644,2025-10-06 12:58:12+00:00,2025-10-06 12:58:12+00:00,2025-10-06 12:58:03+00:00,2025-10-06 13:01:44+00:00
3515664,3515664,1,0,0,2,3515664,3515665,2025-10-06 13:37:44+00:00,2025-10-06 13:37:44+00:00,2025-10-06 13:36:25+00:00,2025-10-06 13:37:38+00:00
3515675,3515675,1,0,0,4,3515675,3515678,2025-10-06 13:51:41+00:00,2025-10-06 13:51:41+00:00,2025-10-06 13:48:46+00:00,2025-10-06 13:54:02+00:00
3515680,3515680,1,0,0,2,3515680,3515681,2025-10-06 13:58:11+00:00,2025-10-06 13:58:11+00:00,2025-10-06 13:57:02+00:00,2025-10-06 13:57:41+00:00
3515706,3515706,1,0,0,2,3515706,3515707,2025-10-06 14:50:23+00:00,2025-10-06 14:50:23+00:00,2025-10-06 14:47:46+00:00,2025-10-06 14:49:52+00:00
3515719,3515719,1,0,0,2,3515719,3515720,2025-10-06 15:22:32+00:00,2025-10-06 15:22:32+00:00,2025-10-06 15:22:31+00:00,2025-10-06 15:22:36+00:00
3515726,3515726,1,0,0,2,3515726,3515727,2025-10-06 15:33:47+00:00,2025-10-06 15:33:47+00:00,2025-10-06 15:30:02+00:00,2025-10-06 15:35:19+00:00
3515747,3515747,1,0,0,2,3515747,3515748,2025-10-06 16:16:37+00:00,2025-10-06 16:16:37+00:00,2025-10-06 16:10:28+00:00,2025-10-06 16:18:20+00:00
3515758,3515758,1,0,0,2,3515758,3515759,2025-10-06 16:29:49+00:00,2025-10-06 16:29:49+00:00,2025-10-06 16:27:52+00:00,2025-10-06 16:29:49+00:00
3515763,3515763,1,0,0,2,3515763,3515764,2025-10-06 16:39:51+00:00,2025-10-06 16:39:51+00:00,2025-10-06 16:39:50+00:00,2025-10-06 16:43:06+00:00
3515787,3515787,1,0,0,2,3515787,3515788,2025-10-06 17:33:30+00:00,2025-10-06 17:33:30+00:00,2025-10-06 17:33:01+00:00,2025-10-06 17:33:57+00:00
3515801,3515801,1,0,0,2,3515801,3515802,2025-10-06 17:59:25+00:00,2025-10-06 17:59:25+00:00,2025-10-06 17:56:49+00:00,2025-10-06 17:58:18+00:00
3515814,3515814,1,0,0,2,3515814,3515815,2025-10-06 18:24:03+00:00,2025-10-06 18:24:03+00:00,2025-10-06 18:20:34+00:00,2025-10-06 18:30:07+00:00
