start_height,end_height,length_qubic_run,total_orphans_on_run,max_consecutive_orphan_heights,start_ts,end_ts
3495834,3495835,2,1,1,2025-09-08 22:23:43,2025-09-08 22:29:59
3495837,3495838,2,1,1,2025-09-08 22:33:14,2025-09-08 22:33:46
3495847,3495848,2,1,1,2025-09-08 22:47:34,2025-09-08 22:52:58
3495849,3495851,3,1,1,2025-09-08 22:53:18,2025-09-08 23:00:34
3495853,3495854,2,1,1,2025-09-08 23:02:06,2025-09-08 23:04:56
3495859,3495860,2,1,1,2025-09-08 23:11:42,2025-09-08 23:13:39
3495861,3495862,2,1,1,2025-09-08 23:20:09,2025-09-08 23:23:51
3495884,3495887,4,3,3,2025-09-09 00:12:15,2025-09-09 00:15:44
3495900,3495901,2,1,1,2025-09-09 00:38:01,2025-09-09 00:38:36
3495902,3495906,5,3,3,2025-09-09 00:43:00,2025-09-09 00:44:58
3495953,3495954,2,1,1,2025-09-09 02:08:01,2025-09-09 02:09:00
3495956,3495957,2,1,1,2025-09-09 02:13:51,2025-09-09 02:15:26
3495968,3495969,2,1,1,2025-09-09 02:31:11,2025-09-09 02:35:24
3495978,3495980,3,2,2,2025-09-09 02:50:33,2025-09-09 03:04:05
3495982,3495983,2,1,1,2025-09-09 03:06:28,2025-09-09 03:07:16
3495997,3495998,2,1,1,2025-09-09 03:44:58,2025-09-09 03:55:27
3496001,3496004,4,3,3,2025-09-09 03:59:48,2025-09-09 04:08:30
3496008,3496009,2,1,1,2025-09-09 04:16:21,2025-09-09 04:18:34
3496013,3496014,2,1,1,2025-09-09 04:31:44,2025-09-09 04:34:23
3496029,3496030,2,1,1,2025-09-09 05:10:23,2025-09-09 05:14:29
3496032,3496033,2,1,1,2025-09-09 05:20:29,2025-09-09 05:24:21
3496052,3496053,2,1,1,2025-09-09 05:48:49,2025-09-09 05:54:27
3496054,3496055,2,1,1,2025-09-09 05:55:31,2025-09-09 05:59:26
3496079,3496080,2,1,1,2025-09-09 06:45:20,2025-09-09 06:49:09
3496099,3496100,2,1,1,2025-09-09 07:21:07,2025-09-09 07:22:48
3496109,3496110,2,1,1,2025-09-09 07:37:38,2025-09-09 07:39:12
3496114,3496115,2,1,1,2025-09-09 07:48:32,2025-09-09 07:48:39
3496121,3496122,2,1,1,2025-09-09 08:00:16,2025-09-09 08:02:33
3496123,3496124,2,1,1,2025-09-09 08:06:09,2025-09-09 08:06:20
3496125,3496126,2,1,1,2025-09-09 08:08:25,2025-09-09 08:11:45
3496131,3496132,2,1,1,2025-09-09 08:17:05,2025-09-09 08:19:52
3496141,3496142,2,1,1,2025-09-09 08:34:51,2025-09-09 08:36:21
3496146,3496147,2,1,1,2025-09-09 08:38:10,2025-09-09 08:40:49
3496150,3496156,7,4,4,2025-09-09 08:46:15,2025-09-09 08:58:32
3496157,3496158,2,1,1,2025-09-09 09:02:35,2025-09-09 09:05:36
3496170,3496171,2,1,1,2025-09-09 09:29:29,2025-09-09 09:33:35
3496183,3496184,2,1,1,2025-09-09 10:07:44,2025-09-09 10:07:48
3496185,3496187,3,2,2,2025-09-09 10:21:21,2025-09-09 10:26:41
3496188,3496191,4,3,3,2025-09-09 10:31:13,2025-09-09 10:36:53
3496194,3496195,2,1,1,2025-09-09 10:41:12,2025-09-09 10:42:06
3496198,3496199,2,1,1,2025-09-09 10:49:50,2025-09-09 10:50:54
3496206,3496207,2,1,1,2025-09-09 11:03:11,2025-09-09 11:03:31
3496215,3496217,3,2,2,2025-09-09 11:17:36,2025-09-09 11:19:53
3496218,3496219,2,2,2,2025-09-09 11:24:49,2025-09-09 11:28:29
3496224,3496225,2,1,1,2025-09-09 11:34:04,2025-09-09 11:34:38
3496229,3496230,2,1,1,2025-09-09 11:39:48,2025-09-09 11:40:37
3496243,3496244,2,1,1,2025-09-09 12:07:10,2025-09-09 12:07:31
3496245,3496246,2,1,1,2025-09-09 12:07:41,2025-09-09 12:09:06
3496250,3496251,2,1,1,2025-09-09 12:11:40,2025-09-09 12:14:35
3496254,3496255,2,1,1,2025-09-09 12:20:09,2025-09-09 12:23:04
3496256,3496257,2,1,1,2025-09-09 12:24:04,2025-09-09 12:24:49
3496322,3496324,3,2,2,2025-09-09 14:25:51,2025-09-09 14:28:39
3496325,3496330,6,3,3,2025-09-09 14:31:38,2025-09-09 14:36:15
3496345,3496346,2,1,1,2025-09-09 15:06:59,2025-09-09 15:08:23
3496351,3496352,2,1,1,2025-09-09 15:11:20,2025-09-09 15:14:58
3496373,3496374,2,1,1,2025-09-09 16:02:21,2025-09-09 16:02:50
3496416,3496417,2,1,1,2025-09-09 17:17:43,2025-09-09 17:19:24
3496465,3496466,2,1,1,2025-09-09 18:49:18,2025-09-09 18:51:13
3496494,3496495,2,1,1,2025-09-09 19:38:18,2025-09-09 19:39:37
3496496,3496497,2,1,1,2025-09-09 19:41:27,2025-09-09 19:42:59
3496518,3496519,2,1,1,2025-09-09 20:21:29,2025-09-09 20:24:11
3496522,3496523,2,1,1,2025-09-09 20:26:19,2025-09-09 20:28:23
3496538,3496542,5,3,3,2025-09-09 21:00:40,2025-09-09 21:10:36
3496566,3496567,2,1,1,2025-09-09 21:51:52,2025-09-09 21:54:35
3496582,3496583,2,1,1,2025-09-09 22:29:21,2025-09-09 22:29:55
3496602,3496603,2,1,1,2025-09-09 23:11:52,2025-09-09 23:15:23
3496619,3496620,2,1,1,2025-09-09 23:48:48,2025-09-09 23:48:56
3496622,3496623,2,1,1,2025-09-09 23:53:00,2025-09-09 23:54:37
3496636,3496637,2,1,1,2025-09-10 00:38:20,2025-09-10 00:41:42
3496638,3496640,3,2,2,2025-09-10 00:42:18,2025-09-10 00:42:48
3496669,3496671,3,2,2,2025-09-10 01:57:46,2025-09-10 02:00:00
3496679,3496680,2,1,1,2025-09-10 02:41:16,2025-09-10 02:44:04
3496682,3496685,4,2,2,2025-09-10 02:47:12,2025-09-10 02:51:33
3496700,3496701,2,2,2,2025-09-10 03:21:31,2025-09-10 03:22:31
3496707,3496708,2,1,1,2025-09-10 03:33:57,2025-09-10 03:36:28
3496728,3496729,2,1,1,2025-09-10 04:08:27,2025-09-10 04:09:08
3496758,3496759,2,2,2,2025-09-10 04:57:42,2025-09-10 04:57:48
3496769,3496771,3,2,2,2025-09-10 05:30:43,2025-09-10 05:31:53
3496787,3496789,3,1,1,2025-09-10 06:24:25,2025-09-10 06:29:57
3496801,3496802,2,1,1,2025-09-10 06:56:30,2025-09-10 06:58:50
3496806,3496807,2,1,1,2025-09-10 07:02:53,2025-09-10 07:12:24
3496809,3496810,2,1,1,2025-09-10 07:14:39,2025-09-10 07:15:17
3496826,3496827,2,1,1,2025-09-10 07:54:47,2025-09-10 07:55:27
3496874,3496875,2,1,1,2025-09-10 09:10:49,2025-09-10 09:11:50
3496894,3496895,2,1,1,2025-09-10 09:53:16,2025-09-10 09:53:25
3496897,3496898,2,1,1,2025-09-10 09:58:22,2025-09-10 09:58:50
3496916,3496918,3,1,1,2025-09-10 10:46:11,2025-09-10 10:47:25
3496924,3496925,2,1,1,2025-09-10 11:12:36,2025-09-10 11:13:51
3496955,3496956,2,1,1,2025-09-10 12:30:57,2025-09-10 12:32:16
3496958,3496962,5,2,2,2025-09-10 12:39:21,2025-09-10 12:44:11
3496977,3496979,3,2,2,2025-09-10 13:22:12,2025-09-10 13:28:30
3496983,3496984,2,1,1,2025-09-10 13:34:15,2025-09-10 13:35:53
3496985,3496986,2,1,1,2025-09-10 13:36:37,2025-09-10 13:36:40
3497005,3497006,2,1,1,2025-09-10 14:14:05,2025-09-10 14:19:33
3497008,3497009,2,1,1,2025-09-10 14:22:49,2025-09-10 14:25:24
3497022,3497023,2,1,1,2025-09-10 15:07:33,2025-09-10 15:08:03
3497039,3497040,2,1,1,2025-09-10 15:34:10,2025-09-10 15:34:25
3497083,3497084,2,1,1,2025-09-10 17:02:02,2025-09-10 17:02:08
3497110,3497111,2,1,1,2025-09-10 18:02:41,2025-09-10 18:03:37
3497170,3497171,2,1,1,2025-09-10 20:01:36,2025-09-10 20:04:27
3497172,3497173,2,1,1,2025-09-10 20:09:20,2025-09-10 20:11:08
3497185,3497186,2,1,1,2025-09-10 20:36:02,2025-09-10 20:38:31
3497191,3497192,2,1,1,2025-09-10 20:45:27,2025-09-10 20:48:36
3497217,3497218,2,1,1,2025-09-10 21:24:57,2025-09-10 21:25:35
3497258,3497259,2,1,1,2025-09-10 22:50:02,2025-09-10 22:53:55
3497274,3497275,2,1,1,2025-09-10 23:30:31,2025-09-10 23:32:01
3497281,3497282,2,1,1,2025-09-10 23:41:13,2025-09-10 23:41:25
3497328,3497330,3,2,2,2025-09-11 00:58:10,2025-09-11 01:02:47
3497344,3497345,2,1,1,2025-09-11 01:37:55,2025-09-11 01:39:54
3497365,3497366,2,1,1,2025-09-11 02:21:44,2025-09-11 02:24:05
3497367,3497368,2,1,1,2025-09-11 02:25:00,2025-09-11 02:27:20
3497369,3497370,2,1,1,2025-09-11 02:30:46,2025-09-11 02:31:31
3497393,3497394,2,1,1,2025-09-11 03:39:12,2025-09-11 03:39:26
3497398,3497399,2,1,1,2025-09-11 03:46:15,2025-09-11 03:46:57
3497424,3497425,2,1,1,2025-09-11 04:26:18,2025-09-11 04:26:51
3497427,3497428,2,1,1,2025-09-11 04:29:46,2025-09-11 04:30:43
3497492,3497493,2,1,1,2025-09-11 06:22:44,2025-09-11 06:24:38
3497518,3497519,2,1,1,2025-09-11 06:53:58,2025-09-11 06:55:16
3497538,3497539,2,1,1,2025-09-11 07:30:52,2025-09-11 07:33:26
3497540,3497541,2,1,1,2025-09-11 07:34:18,2025-09-11 07:35:42
3497547,3497548,2,1,1,2025-09-11 07:49:47,2025-09-11 07:53:02
3497549,3497550,2,1,1,2025-09-11 07:53:33,2025-09-11 07:56:54
3497570,3497571,2,1,1,2025-09-11 08:27:56,2025-09-11 08:33:03
3497572,3497574,3,2,2,2025-09-11 08:36:24,2025-09-11 08:40:26
3497587,3497591,5,3,3,2025-09-11 08:50:34,2025-09-11 08:55:21
3497596,3497600,5,3,3,2025-09-11 09:03:13,2025-09-11 09:16:37
3497602,3497603,2,1,1,2025-09-11 09:19:30,2025-09-11 09:21:36
3497621,3497627,7,6,6,2025-09-11 09:58:44,2025-09-11 10:13:11
3497638,3497642,5,3,3,2025-09-11 10:34:45,2025-09-11 10:38:41
3497645,3497646,2,1,1,2025-09-11 10:46:02,2025-09-11 10:46:49
3497651,3497652,2,1,1,2025-09-11 10:56:23,2025-09-11 10:56:51
3497660,3497661,2,1,1,2025-09-11 11:06:44,2025-09-11 11:07:59
3497676,3497679,4,3,3,2025-09-11 11:30:56,2025-09-11 11:34:50
3497682,3497684,3,2,2,2025-09-11 11:57:27,2025-09-11 12:02:05
3497688,3497690,3,2,2,2025-09-11 12:08:56,2025-09-11 12:10:14
3497692,3497693,2,1,1,2025-09-11 12:17:27,2025-09-11 12:19:42
3497694,3497695,2,1,1,2025-09-11 12:23:54,2025-09-11 12:24:28
3497696,3497697,2,1,1,2025-09-11 12:27:49,2025-09-11 12:31:14
3497721,3497724,4,3,3,2025-09-11 13:12:41,2025-09-11 13:19:54
3497725,3497729,5,4,4,2025-09-11 13:23:30,2025-09-11 13:35:18
3497740,3497741,2,1,1,2025-09-11 13:57:28,2025-09-11 13:59:15
3497753,3497754,2,1,1,2025-09-11 14:13:18,2025-09-11 14:15:41
3497762,3497763,2,1,1,2025-09-11 14:31:12,2025-09-11 14:32:20
3497769,3497770,2,1,1,2025-09-11 14:39:59,2025-09-11 14:42:46
3497781,3497782,2,1,1,2025-09-11 15:09:49,2025-09-11 15:11:07
3497797,3497798,2,1,1,2025-09-11 15:43:50,2025-09-11 15:43:59
3497817,3497818,2,1,1,2025-09-11 16:07:16,2025-09-11 16:07:51
3497829,3497830,2,1,1,2025-09-11 16:28:07,2025-09-11 16:28:56
3497873,3497875,3,2,2,2025-09-11 17:44:06,2025-09-11 17:47:08
3497882,3497883,2,1,1,2025-09-11 18:13:11,2025-09-11 18:16:39
3497895,3497896,2,1,1,2025-09-11 18:36:19,2025-09-11 18:36:48
3497900,3497901,2,1,1,2025-09-11 18:49:46,2025-09-11 18:52:27
3497906,3497907,2,1,1,2025-09-11 19:01:20,2025-09-11 19:02:14
3497908,3497909,2,1,1,2025-09-11 19:03:09,2025-09-11 19:04:43
3497918,3497920,3,2,2,2025-09-11 19:21:51,2025-09-11 19:25:00
3497930,3497931,2,1,1,2025-09-11 19:56:41,2025-09-11 19:57:37
3497941,3497942,2,1,1,2025-09-11 20:21:50,2025-09-11 20:22:58
3497943,3497944,2,1,1,2025-09-11 20:26:30,2025-09-11 20:29:56
3497948,3497950,3,2,2,2025-09-11 20:40:24,2025-09-11 20:40:41
3497960,3497964,5,3,3,2025-09-11 21:01:57,2025-09-11 21:09:33
3497967,3497968,2,1,1,2025-09-11 21:15:15,2025-09-11 21:20:23
3497975,3497976,2,1,1,2025-09-11 21:33:41,2025-09-11 21:35:54
3497977,3497978,2,1,1,2025-09-11 21:36:04,2025-09-11 21:37:12
3497979,3497980,2,1,1,2025-09-11 21:38:01,2025-09-11 21:40:41
3497981,3497982,2,1,1,2025-09-11 21:41:41,2025-09-11 21:45:10
3497983,3497984,2,1,1,2025-09-11 21:49:51,2025-09-11 21:53:07
3498000,3498002,3,2,2,2025-09-11 22:24:07,2025-09-11 22:31:18
3498023,3498024,2,1,1,2025-09-11 23:11:40,2025-09-11 23:15:22
3498025,3498026,2,1,1,2025-09-11 23:17:00,2025-09-11 23:18:37
3498028,3498029,2,1,1,2025-09-11 23:21:46,2025-09-11 23:24:19
3498030,3498031,2,1,1,2025-09-11 23:25:49,2025-09-11 23:28:19
3498035,3498039,5,3,3,2025-09-11 23:38:29,2025-09-11 23:44:14
3498043,3498044,2,2,2,2025-09-11 23:58:01,2025-09-12 00:00:04
3498055,3498056,2,1,1,2025-09-12 00:15:53,2025-09-12 00:17:21
3498068,3498069,2,1,1,2025-09-12 00:44:25,2025-09-12 00:46:09
3498083,3498084,2,1,1,2025-09-12 01:09:41,2025-09-12 01:10:38
3498088,3498089,2,1,1,2025-09-12 01:16:14,2025-09-12 01:25:23
3498107,3498108,2,1,1,2025-09-12 01:53:14,2025-09-12 01:54:33
3498109,3498110,2,1,1,2025-09-12 01:55:30,2025-09-12 01:55:58
3498118,3498119,2,1,1,2025-09-12 02:10:58,2025-09-12 02:12:59
3498123,3498124,2,1,1,2025-09-12 02:16:18,2025-09-12 02:22:04
3498126,3498127,2,1,1,2025-09-12 02:24:48,2025-09-12 02:29:33
3498138,3498139,2,1,1,2025-09-12 02:50:17,2025-09-12 02:52:35
3498140,3498143,4,1,1,2025-09-12 02:53:58,2025-09-12 03:05:20
3498144,3498145,2,1,1,2025-09-12 03:08:08,2025-09-12 03:28:02
3498162,3498163,2,1,1,2025-09-12 04:01:28,2025-09-12 04:06:52
3498165,3498167,3,1,1,2025-09-12 04:10:55,2025-09-12 04:11:21
3498173,3498175,3,2,2,2025-09-12 04:25:40,2025-09-12 04:32:25
3498178,3498179,2,1,1,2025-09-12 04:39:53,2025-09-12 04:40:30
3498185,3498186,2,1,1,2025-09-12 04:54:44,2025-09-12 04:56:42
3498200,3498201,2,1,1,2025-09-12 05:22:00,2025-09-12 05:23:49
3498205,3498207,3,2,2,2025-09-12 05:31:23,2025-09-12 05:35:14
3498209,3498210,2,1,1,2025-09-12 05:42:40,2025-09-12 05:45:07
3498212,3498213,2,1,1,2025-09-12 05:47:04,2025-09-12 05:51:30
3498214,3498217,4,3,3,2025-09-12 05:52:22,2025-09-12 05:55:58
3498218,3498219,2,1,1,2025-09-12 06:06:17,2025-09-12 06:08:11
3498222,3498223,2,1,1,2025-09-12 06:18:48,2025-09-12 06:20:39
3498237,3498238,2,1,1,2025-09-12 06:50:11,2025-09-12 06:50:34
3498239,3498240,2,1,1,2025-09-12 06:54:09,2025-09-12 06:54:46
3498245,3498246,2,1,1,2025-09-12 07:03:40,2025-09-12 07:10:53
3498249,3498250,2,1,1,2025-09-12 07:26:42,2025-09-12 07:30:27
3498257,3498259,3,2,2,2025-09-12 07:44:39,2025-09-12 07:45:33
3498272,3498273,2,1,1,2025-09-12 08:05:39,2025-09-12 08:07:23
3498276,3498277,2,1,1,2025-09-12 08:12:54,2025-09-12 08:13:43
3498280,3498282,3,1,1,2025-09-12 08:15:41,2025-09-12 08:19:21
3498294,3498296,3,2,2,2025-09-12 08:52:21,2025-09-12 08:52:36
3498330,3498331,2,1,1,2025-09-12 09:59:11,2025-09-12 10:01:37
3498337,3498338,2,1,1,2025-09-12 10:15:23,2025-09-12 10:16:18
3498343,3498347,5,3,3,2025-09-12 10:26:46,2025-09-12 10:33:03
3498369,3498370,2,1,1,2025-09-12 11:08:14,2025-09-12 11:09:49
3498383,3498384,2,1,1,2025-09-12 11:33:14,2025-09-12 11:34:54
3498388,3498389,2,1,1,2025-09-12 11:40:47,2025-09-12 11:45:40
3498395,3498397,3,1,1,2025-09-12 11:51:01,2025-09-12 11:53:18
3498400,3498401,2,1,1,2025-09-12 11:57:08,2025-09-12 12:05:51
3498402,3498403,2,1,1,2025-09-12 12:06:19,2025-09-12 12:07:24
3498404,3498405,2,1,1,2025-09-12 12:07:35,2025-09-12 12:07:49
3498417,3498419,3,2,2,2025-09-12 12:41:25,2025-09-12 12:50:10
3498439,3498440,2,1,1,2025-09-12 13:28:25,2025-09-12 13:28:49
3498463,3498464,2,1,1,2025-09-12 14:08:42,2025-09-12 14:09:12
3498466,3498467,2,1,1,2025-09-12 14:13:12,2025-09-12 14:13:36
3498490,3498492,3,2,2,2025-09-12 14:59:37,2025-09-12 15:02:46
3498494,3498495,2,1,1,2025-09-12 15:08:35,2025-09-12 15:09:15
3498508,3498509,2,1,1,2025-09-12 15:42:51,2025-09-12 15:46:22
3498522,3498526,5,3,3,2025-09-12 16:21:01,2025-09-12 16:28:58
3498540,3498541,2,1,1,2025-09-12 17:05:02,2025-09-12 17:06:13
3498583,3498584,2,1,1,2025-09-12 18:28:51,2025-09-12 18:29:21
3498591,3498592,2,1,1,2025-09-12 18:41:04,2025-09-12 18:41:38
3498593,3498594,2,1,1,2025-09-12 18:42:46,2025-09-12 18:46:08
3498600,3498601,2,1,1,2025-09-12 19:12:21,2025-09-12 19:14:25
3498607,3498608,2,1,1,2025-09-12 19:27:02,2025-09-12 19:28:41
3498637,3498638,2,1,1,2025-09-12 20:11:19,2025-09-12 20:13:59
3498654,3498655,2,1,1,2025-09-12 20:45:17,2025-09-12 20:45:38
3498657,3498659,3,2,2,2025-09-12 20:49:38,2025-09-12 20:54:21
3498678,3498680,3,1,1,2025-09-12 21:28:34,2025-09-12 21:30:07
3498681,3498683,3,2,2,2025-09-12 21:33:58,2025-09-12 21:36:23
3498710,3498713,4,3,3,2025-09-12 22:49:23,2025-09-12 22:56:17
3498718,3498720,3,1,1,2025-09-12 23:02:33,2025-09-12 23:09:44
3498738,3498741,4,2,2,2025-09-12 23:38:12,2025-09-12 23:50:22
3498752,3498758,7,4,4,2025-09-13 00:15:29,2025-09-13 00:29:50
3498779,3498780,2,1,1,2025-09-13 01:08:16,2025-09-13 01:09:12
3498783,3498784,2,1,1,2025-09-13 01:13:51,2025-09-13 01:15:26
3498831,3498832,2,1,1,2025-09-13 02:26:46,2025-09-13 02:28:18
3498835,3498837,3,2,2,2025-09-13 02:39:52,2025-09-13 02:41:11
3498849,3498850,2,1,1,2025-09-13 03:14:53,2025-09-13 03:15:13
3498894,3498895,2,1,1,2025-09-13 04:54:25,2025-09-13 04:58:39
3498904,3498905,2,1,1,2025-09-13 05:22:20,2025-09-13 05:24:56
3498907,3498908,2,1,1,2025-09-13 05:29:32,2025-09-13 05:35:42
3498928,3498929,2,1,1,2025-09-13 06:08:22,2025-09-13 06:09:08
3498930,3498931,2,1,1,2025-09-13 06:10:28,2025-09-13 06:13:04
3498952,3498953,2,1,1,2025-09-13 06:51:35,2025-09-13 06:54:38
3498954,3498955,2,1,1,2025-09-13 06:56:51,2025-09-13 06:58:05
3498956,3498957,2,1,1,2025-09-13 07:03:17,2025-09-13 07:04:15
3498958,3498959,2,1,1,2025-09-13 07:05:59,2025-09-13 07:09:56
3498973,3498974,2,1,1,2025-09-13 07:38:34,2025-09-13 07:39:39
3498980,3498981,2,1,1,2025-09-13 07:46:08,2025-09-13 07:49:18
3498995,3498996,2,1,1,2025-09-13 08:17:39,2025-09-13 08:20:32
3499047,3499048,2,1,1,2025-09-13 09:52:05,2025-09-13 09:53:03
3499079,3499081,3,2,2,2025-09-13 10:42:25,2025-09-13 10:43:04
3499095,3499096,2,1,1,2025-09-13 11:19:05,2025-09-13 11:28:21
3499122,3499123,2,1,1,2025-09-13 12:21:59,2025-09-13 12:23:16
3499124,3499125,2,1,1,2025-09-13 12:27:26,2025-09-13 12:29:26
3499145,3499146,2,1,1,2025-09-13 12:56:05,2025-09-13 12:59:19
3499147,3499148,2,1,1,2025-09-13 13:02:49,2025-09-13 13:07:48
3499157,3499158,2,1,1,2025-09-13 13:20:12,2025-09-13 13:22:22
3499175,3499176,2,1,1,2025-09-13 13:42:35,2025-09-13 13:45:10
3499181,3499182,2,1,1,2025-09-13 13:53:00,2025-09-13 13:56:30
3499186,3499187,2,1,1,2025-09-13 14:00:50,2025-09-13 14:05:13
3499196,3499197,2,1,1,2025-09-13 14:18:49,2025-09-13 14:22:19
3499205,3499206,2,1,1,2025-09-13 14:40:26,2025-09-13 14:41:20
3499208,3499209,2,1,1,2025-09-13 14:44:03,2025-09-13 14:44:34
3499214,3499216,3,2,2,2025-09-13 15:04:02,2025-09-13 15:06:03
3499220,3499224,5,3,3,2025-09-13 15:14:05,2025-09-13 15:24:08
3499232,3499233,2,1,1,2025-09-13 15:35:00,2025-09-13 15:36:36
3499238,3499239,2,1,1,2025-09-13 15:49:43,2025-09-13 15:53:43
3499240,3499242,3,2,2,2025-09-13 15:54:06,2025-09-13 15:56:38
3499244,3499245,2,1,1,2025-09-13 16:01:37,2025-09-13 16:11:28
3499247,3499248,2,1,1,2025-09-13 16:14:47,2025-09-13 16:15:07
3499249,3499250,2,1,1,2025-09-13 16:17:48,2025-09-13 16:19:09
3499255,3499264,10,8,8,2025-09-13 16:28:27,2025-09-13 16:38:50
3499273,3499274,2,1,1,2025-09-13 16:53:48,2025-09-13 16:55:33
3499280,3499281,2,1,1,2025-09-13 17:01:06,2025-09-13 17:03:24
3499305,3499306,2,1,1,2025-09-13 17:35:04,2025-09-13 17:35:38
3499319,3499324,6,5,5,2025-09-13 17:57:28,2025-09-13 18:06:04
3499325,3499326,2,1,1,2025-09-13 18:16:06,2025-09-13 18:20:09
3499336,3499337,2,1,1,2025-09-13 18:34:15,2025-09-13 18:37:26
3499340,3499343,4,3,3,2025-09-13 18:50:54,2025-09-13 18:55:38
3499352,3499353,2,1,1,2025-09-13 19:15:51,2025-09-13 19:16:54
3499355,3499356,2,1,1,2025-09-13 19:18:48,2025-09-13 19:22:24
3499367,3499368,2,1,1,2025-09-13 19:40:43,2025-09-13 19:41:25
3499371,3499372,2,1,1,2025-09-13 19:47:37,2025-09-13 19:50:51
3499387,3499388,2,1,1,2025-09-13 20:28:43,2025-09-13 20:30:30
3499396,3499397,2,1,1,2025-09-13 20:51:09,2025-09-13 20:54:31
3499409,3499410,2,1,1,2025-09-13 21:14:09,2025-09-13 21:15:41
3499412,3499413,2,1,1,2025-09-13 21:21:46,2025-09-13 21:24:46
3499420,3499421,2,1,1,2025-09-13 21:36:10,2025-09-13 21:39:30
3499422,3499423,2,1,1,2025-09-13 21:39:47,2025-09-13 21:44:45
3499427,3499428,2,1,1,2025-09-13 21:50:13,2025-09-13 21:50:22
3499435,3499436,2,1,1,2025-09-13 22:06:42,2025-09-13 22:09:37
3499446,3499447,2,1,1,2025-09-13 22:23:23,2025-09-13 22:24:37
3499456,3499457,2,1,1,2025-09-13 22:37:09,2025-09-13 22:37:52
3499458,3499459,2,1,1,2025-09-13 22:44:17,2025-09-13 22:46:02
3499460,3499461,2,1,1,2025-09-13 22:47:42,2025-09-13 22:49:20
3499470,3499471,2,1,1,2025-09-13 23:02:42,2025-09-13 23:05:12
3499474,3499479,6,4,4,2025-09-13 23:12:23,2025-09-13 23:17:45
3499484,3499485,2,1,1,2025-09-13 23:37:53,2025-09-13 23:39:49
3499502,3499503,2,1,1,2025-09-14 00:05:30,2025-09-14 00:06:57
3499505,3499507,3,2,2,2025-09-14 00:09:05,2025-09-14 00:11:59
3499508,3499509,2,1,1,2025-09-14 00:13:52,2025-09-14 00:15:49
3499515,3499516,2,1,1,2025-09-14 00:21:58,2025-09-14 00:22:14
3499517,3499518,2,1,1,2025-09-14 00:24:19,2025-09-14 00:28:29
3499527,3499528,2,1,1,2025-09-14 00:43:19,2025-09-14 00:48:13
3499529,3499530,2,1,1,2025-09-14 00:56:39,2025-09-14 01:07:13
3499531,3499532,2,1,1,2025-09-14 01:07:31,2025-09-14 01:08:26
3499534,3499535,2,1,1,2025-09-14 01:11:46,2025-09-14 01:13:51
3499548,3499549,2,1,1,2025-09-14 01:36:44,2025-09-14 01:39:16
3499598,3499600,3,2,2,2025-09-14 03:01:33,2025-09-14 03:05:20
3499607,3499608,2,1,1,2025-09-14 03:25:51,2025-09-14 03:26:51
3499613,3499614,2,1,1,2025-09-14 03:34:40,2025-09-14 03:37:27
3499621,3499622,2,1,1,2025-09-14 03:49:40,2025-09-14 03:50:15
3499623,3499624,2,1,1,2025-09-14 03:53:00,2025-09-14 03:55:26
3499631,3499632,2,1,1,2025-09-14 04:08:01,2025-09-14 04:11:20
3499637,3499640,4,3,3,2025-09-14 04:22:19,2025-09-14 04:25:12
3499645,3499650,6,4,4,2025-09-14 04:35:37,2025-09-14 04:49:56
3499656,3499657,2,1,1,2025-09-14 05:04:20,2025-09-14 05:05:44
3499659,3499678,20,18,18,2025-09-14 05:12:14,2025-09-14 06:15:19
3499692,3499693,2,1,1,2025-09-14 06:54:13,2025-09-14 06:56:02
3499706,3499707,2,1,1,2025-09-14 07:17:09,2025-09-14 07:21:10
3499711,3499712,2,1,1,2025-09-14 07:25:48,2025-09-14 07:30:24
3499713,3499715,3,1,1,2025-09-14 07:30:51,2025-09-14 07:32:15
3499748,3499752,5,3,3,2025-09-14 08:32:11,2025-09-14 08:33:52
3499790,3499791,2,1,1,2025-09-14 09:45:46,2025-09-14 09:47:44
3499804,3499805,2,1,1,2025-09-14 10:03:42,2025-09-14 10:11:29
3499815,3499816,2,2,2,2025-09-14 10:24:01,2025-09-14 10:26:25
3499818,3499819,2,1,1,2025-09-14 10:28:44,2025-09-14 10:29:42
3499832,3499833,2,1,1,2025-09-14 10:51:31,2025-09-14 10:52:27
3499840,3499841,2,1,1,2025-09-14 10:57:36,2025-09-14 10:59:15
3499843,3499847,5,3,3,2025-09-14 11:05:39,2025-09-14 11:12:09
3499849,3499850,2,1,1,2025-09-14 11:23:44,2025-09-14 11:24:16
3499851,3499854,4,3,3,2025-09-14 11:29:00,2025-09-14 11:40:25
3499879,3499880,2,1,1,2025-09-14 12:16:13,2025-09-14 12:20:54
3499941,3499942,2,1,1,2025-09-14 14:27:47,2025-09-14 14:29:30
3499958,3499959,2,1,1,2025-09-14 15:05:06,2025-09-14 15:08:58
3499975,3499977,3,1,1,2025-09-14 15:53:01,2025-09-14 15:54:51
3500014,3500015,2,1,1,2025-09-14 17:25:00,2025-09-14 17:25:23
3500048,3500049,2,1,1,2025-09-14 18:38:52,2025-09-14 18:40:45
3500072,3500079,8,3,3,2025-09-14 19:23:35,2025-09-14 19:41:38
3500087,3500093,7,4,4,2025-09-14 20:06:22,2025-09-14 20:23:45
3500108,3500111,4,3,3,2025-09-14 20:52:55,2025-09-14 20:55:51
